,Paper_ID,Question_ID,Question_Type,Question_Text,Token_Text,Word_Count
599,0460_s16_qp_21.pdf,(ii),SUB, feature B; ,feature,12
600,0460_s16_qp_21.pdf,(iii),SUB, the type of road at C; ,type road,24
601,0460_s16_qp_21.pdf,(iv),SUB, the height above sea level of the spot (survey) height at D; ,height sea level spot survey height,62
602,0460_s16_qp_21.pdf,(v),SUB, the name of the small settlement at E. ,name settlement,40
603,0460_s16_qp_21.pdf,(b),SUB,Fig. 2 is a cross section along northing 092 across Cold Fell. The cross section is from 040092 to 060092 (at the eastern edge of the map). metres metres 250 X X X 250 above above sea sea level level Fig. 2,section cross section edge map sea sea level level,208
604,0460_s16_qp_21.pdf,(i),SUB,Identify the features labelled X on Fig. 2.,features,45
605,0460_s16_qp_21.pdf,(ii),SUB,What is the name of the small settlement at Y on Fig. 2?,name settlement,58
606,0460_s16_qp_21.pdf,(iii),SUB,"Using the map, complete the cross section on Fig. 2. [2]",map cross section,58
607,0460_s16_qp_21.pdf,(c),SUB, Look at the settlement at Egremont in the west of the map extract. Give two reasons for the growth of the settlement. ,Look settlement west map extract reasons growth settlement,119
608,0460_s16_qp_21.pdf,(d),SUB,Fig. 3 shows an area in the north east of the map extract. Fig. 3 Describe the relief of the area shown in Fig. 3.,area east map extract relief area,116
609,0460_s16_qp_21.pdf,(e),SUB," Look at the main river shown on the map extract, the River Ehen. ",Look river map extract,66
610,0460_s16_qp_21.pdf,(i),SUB, What is the average width of the river? Tick one correct statement below. Tick (✓) ,width river correct statement,84
611,0460_s16_qp_21.pdf,50,MAIN,metres or less 100 metres 1metres 200 metres or more,metres metres metres,53
612,0460_s16_qp_21.pdf,(ii),SUB, Which of the following describes the river? Tick one correct statement below. Tick (✓) braided meandering straight ,river correct statement straight,116
613,0460_s16_qp_21.pdf,(iii),SUB, What is the direction of flow of the river? Tick one correct statement below. Tick (✓) to the north to the south to the east to the west ,direction flow river correct statement north south east west,138
614,0460_s16_qp_21.pdf,(f),SUB, Find the bridge over the River Ehen at Kersey Bridge in the south of the map extract. ,bridge south map extract,87
615,0460_s16_qp_21.pdf,(i),SUB,"Measure the distance along the river, from the bridge at Kersey Bridge, to the next bridge at Egremont. Tick one correct answer below. Tick (✓) 1500 metres 2100 metres 2700 metres 3300 metres",Measure distance river bridge bridge correct answer metres metres metres metres,193
616,0460_s16_qp_21.pdf,(ii),SUB,Measure the bearing from the bridge at Kersey Bridge to the next bridge at Egremont. [Total: 20 marks],Measure bearing bridge bridge Total marks,104
617,0460_s16_qp_21.pdf,2,MAIN,(a) Fig. 4 shows the growth in world population since 1700.,growth world population,60
618,0460_s16_qp_21.pdf,7,MAIN,7bbnn,,6
619,0460_s16_qp_21.pdf,6,MAIN,bn world 5 5 bn 5 world population 4 4 bn 4 population,bn world bn world population bn population,55
620,0460_s16_qp_21.pdf,(billions),SUB,  ,,2
621,0460_s16_qp_21.pdf,3,MAIN,bn Fig. 4,bn,10
622,0460_s16_qp_21.pdf,(i),SUB,Give the year when world population reached 2 billion.,year world population,56
623,0460_s16_qp_21.pdf,(ii),SUB, Describe the growth in world population: ,growth world population,42
624,0460_s16_qp_21.pdf,(b),SUB,"Fig. 5 shows the population growth, since 1950, of countries at different levels of economic development. population population",population growth countries levels development population population,129
625,0460_s16_qp_21.pdf,(billions),SUB,Fig. 5 Compare the population growth in MEDCs and LEDCs.,population growth,59
626,0460_s16_qp_21.pdf,(c),SUB,Fig. 6 shows population change in different parts of the world. Average annual rate of population change 3% or more 2–2.9% 1–1.9% 0–0.9% below 0% Fig. 6 Describe the differences in population change:,shows population change parts world rate population change differences population change,201
627,0460_s16_qp_21.pdf,(i),SUB, between Africa and South America; ,,35
628,0460_s16_qp_21.pdf,(ii),SUB,between Asia and North America. [Total: 8 marks],Total marks,50
629,0460_s16_qp_21.pdf,3,MAIN,Study Photograph A (Insert) which shows a coastal area. ,area,56
630,0460_s16_qp_21.pdf,(a),SUB," Identify landforms P, Q and R. Choose your answers from: arch beach cave cliff dune spit wave-cut platform ",answers arch beach cliff dune platform,108
631,0460_s16_qp_21.pdf,(b),SUB," Which letter (X, Y or Z), on Photograph A, indicates the position of a: ",letter position,73
632,0460_s16_qp_21.pdf,(c),SUB,Photograph A was taken at low tide. Give evidence to support this. [Total: 8 marks] TURN PAGE FOR QUESTION 4,tide evidence Total marks,110
633,0460_s16_qp_21.pdf,4,MAIN,"Fig. 7 shows three weather instruments, A, B and C. Study Fig. 7 and answer the questions on the opposite page. Instrument A –25 40 –20 35 –15 30 –10 25",shows instruments questions page Instrument,153
634,0460_s16_qp_21.pdf,25,MAIN,–10,–10,4
635,0460_s16_qp_21.pdf,30,MAIN,–15,–15,4
636,0460_s16_qp_21.pdf,35,MAIN,–20 Instrument B 40 –25 Instrument C Fig. 7,,44
637,0460_s16_qp_21.pdf,(a),SUB,Identify the three weather instruments shown in Fig. 7.,weather instruments,57
638,0460_s16_qp_21.pdf,(b),SUB," Using Instrument C, state: ",state,28
639,0460_s16_qp_21.pdf,(i),SUB,the current temperature; …………………………………………. [1],temperature,48
640,0460_s16_qp_21.pdf,(ii),SUB,the hottest temperature since the instrument was re-set; …………………………………………. [1],temperature instrument re-set,80
641,0460_s16_qp_21.pdf,(iii),SUB,the coldest temperature since the instrument was re-set. …………………………………………. [1],temperature instrument …………………………………………,80
642,0460_s16_qp_21.pdf,(c),SUB,"Using Instrument A, state the direction from which the wind was blowing. …………………………………………. [1]",state direction wind …………………………………………,96
643,0460_s16_qp_21.pdf,(d),SUB,Which one of the three instruments would be kept inside a Stevenson screen? …………………………………………. [1] [Total: 8 marks],instruments screen ………………………………………… Total marks,116
644,0460_s16_qp_21.pdf,5,MAIN,The United Nations Human Development Index (HDI) is a system for measuring the level of development of a country. ,system level development country,114
645,0460_s16_qp_21.pdf,(a),SUB,Fig. 8 shows the twelve most developed countries in 2013 in rank order. It also shows the rank of 11 of these countries in 2008. 2013 NZ 1100 J HDI Rank 2008 more developed No Norway I Ireland A Australia Swe Sweden U USA Swi Switzerland Ne Netherlands J Japan G Germany C Canada NZ New Zealand SK South Korea Fig. 8,twelve countries rank order rank countries,318
646,0460_s16_qp_21.pdf,(i),SUB,Germany improved its rank from 22nd in 2008 to 5th in 2013. Plot this information on Fig. 8. [1],rank information,98
647,0460_s16_qp_21.pdf,(ii),SUB,"Name one country, shown on Fig. 8, which was not in the 12 most developed countries in 2008. …………………………………………. [1]",Name country countries …………………………………………,116
648,0460_s16_qp_21.pdf,(iii),SUB,Which of the countries shown on Fig. 8 had the greatest fall in its rank between 2008 and …………………………………………. [1] depoleved,countries fall rank,123
649,0460_s16_qp_21.pdf,(b),SUB,"The Human Development Index (HDI) is a composite index based on life expectancy, education and income. Table 1 gives information about the HDI in different regions of the world. Table 1 Region HDI Life Mean length GNP per expectancy of schooling capita (US$) at birth (years)",index life expectancy education income information regions world length expectancy capita birth years,277
650,0460_s16_qp_21.pdf,(years),SUB,Europe and Central Asia 0.771 71.5 10.4 12 243 Latin America and the Caribbean 0.741 74.7 7.8 10 300 East Asia and the Pacific 0.683 72.7 7.2 6874 Arab States 0.652 71.0 6.0 8317 South Asia 0.558 66.2 4.7 3343 Sub-Saharan Africa 0.475 54.9 4.7 2010,,250
651,0460_s16_qp_21.pdf,(i),SUB,Which of the regions shown in Table 1 is least developed? …………………………………………. [1],regions …………………………………………,81
652,0460_s16_qp_21.pdf,(ii),SUB,The region with the highest HDI is Europe and Central Asia. In which of the measures of development shown in Table 1 does Europe and Central Asia score less well? …………………………………………. [1],region HDI measures development score,186
653,0460_s16_qp_21.pdf,(iii),SUB,Suggest why the rank order for schooling and income shown in Table 1 is similar.,rank order income,82
654,0460_s16_qp_21.pdf,(c),SUB,Suggest two other features of a country which would be good indicators of its level of development. [Total: 8 marks],features country indicators level development Total marks,118
655,0460_s16_qp_21.pdf,6,MAIN,"Photographs B, C and D (Insert) show features of three tourist areas. ",show features tourist areas,70
656,0460_s16_qp_21.pdf,(a),SUB, Describe the relief of the area shown on Photograph B. ,relief area,56
657,0460_s16_qp_22.pdf,1,MAIN,"Study the map extract for Slievenamon, Republic of Ireland. The scale is 1:50 000.",map extract scale,83
658,0460_s16_qp_22.pdf,(a),SUB,"Fig. 1 shows some of the features in the east of the map extract. Study Fig. 1 and the map extract, and answer the questions below. Ninemilehouse Fig. 1 Using the map extract, identify the following features shown on Fig. 1:",features east map extract map extract questions map extract features,226
659,0460_s16_qp_22.pdf,(i),SUB, the type of road at A; ,type road,24
660,0460_s16_qp_22.pdf,(ii),SUB, feature B; ,feature,12
661,0460_s16_qp_22.pdf,(iii),SUB, the land use in area C; ,land use area,25
662,0460_s16_qp_22.pdf,(iv),SUB, the height above sea level of the spot height at D. ,height sea level spot height,53
